id,mode,dist_train,dist_air,dist_bus,dist_car,cost_train,cost_air,cost_bus,cost_car,ivt_train,ivt_air,ivt_bus,ivt_car,ovt_train,ovt_air,ovt_bus,ovt_car,freq_train,freq_air,freq_bus,freq_car,income_train,income_air,income_bus,income_car,urban_train,urban_air,urban_bus,urban_car
1367,car,183,183,183,183,40.5,152.75,18.36,34.77,109,60,119,126,90,114,90,0,5,6,4,0,70,70,70,70,1,1,1,1
1368,train,246,246,246,246,47.4,149.9,23.56,46.74,148,60,183,163,90,82,85,0,8,6,8,0,25,25,25,25,1,1,1,1
1369,train,246,246,246,246,47.4,149.9,23.56,46.74,148,60,183,163,90,82,85,0,8,6,8,0,55,55,55,55,1,1,1,1
1370,train,246,246,246,246,47.4,149.9,23.56,46.74,148,60,183,163,90,82,85,0,8,6,8,0,70,70,70,70,1,1,1,1
1371,train,246,246,246,246,47.4,149.9,23.56,46.74,148,60,183,163,90,82,85,0,8,6,8,0,70,70,70,70,1,1,1,1
1372,air,246,246,246,246,47.4,149.9,23.56,46.74,148,60,183,163,90,82,85,0,8,6,8,0,70,70,70,70,1,1,1,1
1373,car,246,246,246,246,47.4,149.9,23.56,46.74,148,60,183,163,90,82,85,0,8,6,8,0,70,70,70,70,1,1,1,1
1374,car,246,246,246,246,47.4,149.9,23.56,46.74,148,60,183,163,90,82,85,0,8,6,8,0,55,55,55,55,1,1,1,1
1375,car,246,246,246,246,47.4,149.9,23.56,46.74,148,60,183,163,90,82,85,0,8,6,8,0,35,35,35,35,1,1,1,1
1376,car,246,246,246,246,47.4,149.9,23.56,46.74,148,60,183,163,90,82,85,0,8,6,8,0,55,55,55,55,1,1,1,1
1377,car,246,246,246,246,47.4,149.9,23.56,46.74,148,60,183,163,90,82,85,0,8,6,8,0,45,45,45,45,1,1,1,1
1378,car,277,277,277,277,49.9,152.75,25.56,52.63,148,60,183,196,103,104,100,0,8,6,8,0,55,55,55,55,1,1,1,1
1379,car,325,325,325,325,57.7,171.35,26.24,61.75,190,58,304,210,85,154,85,0,5,36,2,0,55,55,55,55,1,1,1,1
1380,car,325,325,325,325,57.7,171.35,26.24,61.75,190,58,304,210,85,154,85,0,5,36,2,0,70,70,70,70,1,1,1,1
1381,car,345,345,345,345,54.9,167.95,28.24,65.55,148,58,304,227,120,119,103,0,8,36,2,0,70,70,70,70,1,1,1,1
1382,car,421,421,421,421,54.3,171.35,29.24,79.99,238,58,304,269,85,144,125,0,3,36,2,0,25,25,25,25,1,1,1,1
1383,car,421,421,421,421,54.3,171.35,29.24,79.99,238,58,304,269,85,144,125,0,3,36,2,0,70,70,70,70,1,1,1,1
1384,car,421,421,421,421,54.3,171.35,29.24,79.99,238,58,304,269,85,144,125,0,3,36,2,0,70,70,70,70,1,1,1,1
1385,car,421,421,421,421,54.3,171.35,29.24,79.99,238,58,304,269,85,144,125,0,3,36,2,0,70,70,70,70,1,1,1,1
1386,air,479,479,479,479,58.3,171.35,29.24,91.01,238,58,304,310,110,144,125,0,3,36,2,0,70,70,70,70,1,1,1,1
1387,air,353,353,353,353,61.7,161.95,31.3,67.07,223,58,299,251,90,127,84,0,3,36,1,0,70,70,70,70,1,1,1,1
1388,car,353,353,353,353,61.7,161.95,31.3,67.07,223,58,299,251,90,127,84,0,3,36,1,0,29,29,29,29,1,1,1,1
1389,car,353,353,353,353,61.7,161.95,31.3,67.07,223,58,299,251,90,127,84,0,3,36,1,0,70,70,70,70,1,1,1,1
1390,air,393,393,393,393,66.9,166.35,31,74.67,263,58,290,263,110,109,100,0,3,36,10,0,55,55,55,55,1,1,1,1
1391,car,393,393,393,393,66.9,166.35,31,74.67,263,58,290,263,110,109,100,0,3,36,10,0,25,25,25,25,1,1,1,1
1392,air,391,391,391,391,66.9,163.35,31,74.29,263,58,290,283,110,99,93,0,3,36,10,0,70,70,70,70,2,2,2,2
1393,air,391,391,391,391,66.9,163.35,31,74.29,263,58,290,283,110,99,93,0,3,36,10,0,70,70,70,70,2,2,2,2
1394,air,391,391,391,391,66.9,163.35,31,74.29,263,58,290,283,110,99,93,0,3,36,10,0,70,70,70,70,2,2,2,2
1395,air,391,391,391,391,66.9,163.35,31,74.29,263,58,290,283,110,99,93,0,3,36,10,0,35,35,35,35,2,2,2,2
1396,air,391,391,391,391,66.9,163.35,31,74.29,263,58,290,283,110,99,93,0,3,36,10,0,70,70,70,70,2,2,2,2
1397,train,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,25,25,25,25,2,2,2,2
1398,train,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,35,35,35,35,2,2,2,2
1399,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1400,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1401,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1402,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,55,55,55,55,2,2,2,2
1403,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1404,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1405,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,45,45,45,45,2,2,2,2
1406,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1407,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,35,35,35,35,2,2,2,2
1408,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1409,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1410,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1411,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1412,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1413,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,35,35,35,35,2,2,2,2
1414,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1415,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1416,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1417,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,35,35,35,35,2,2,2,2
1418,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1419,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1420,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1421,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1422,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1423,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,35,35,35,35,2,2,2,2
1424,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1425,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,35,35,35,35,2,2,2,2
1426,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1427,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,55,55,55,55,2,2,2,2
1428,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1429,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,25,25,25,25,2,2,2,2
1430,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,35,35,35,35,2,2,2,2
1431,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,35,35,35,35,2,2,2,2
1432,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1433,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1434,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1435,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1436,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1437,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1438,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,55,55,55,55,2,2,2,2
1439,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1440,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1441,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,55,55,55,55,2,2,2,2
1442,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,25,25,25,25,2,2,2,2
1443,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,35,35,35,35,2,2,2,2
1444,car,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1445,car,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,45,45,45,45,2,2,2,2
1446,car,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,35,35,35,35,2,2,2,2
1447,car,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,25,25,25,25,2,2,2,2
1448,car,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,35,35,35,35,2,2,2,2
1449,car,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,70,70,70,70,2,2,2,2
1450,train,435,435,435,435,66.6,161.35,32,82.65,263,58,290,303,100,94,95,0,3,36,10,0,45,45,45,45,2,2,2,2
1451,air,435,435,435,435,66.6,161.35,32,82.65,263,58,290,303,100,94,95,0,3,36,10,0,55,55,55,55,2,2,2,2
1452,air,435,435,435,435,66.6,161.35,32,82.65,263,58,290,303,100,94,95,0,3,36,10,0,32,32,32,32,2,2,2,2
1453,air,430,430,430,430,67.9,166.35,31,81.7,263,58,290,296,105,99,90,0,3,36,10,0,55,55,55,55,1,1,1,1
1454,air,430,430,430,430,67.9,166.35,31,81.7,263,58,290,296,105,99,90,0,3,36,10,0,70,70,70,70,1,1,1,1
1455,air,430,430,430,430,67.9,166.35,31,81.7,263,58,290,296,105,99,90,0,3,36,10,0,70,70,70,70,1,1,1,1
1456,air,430,430,430,430,67.9,166.35,31,81.7,263,58,290,296,105,99,90,0,3,36,10,0,45,45,45,45,1,1,1,1
1457,train,634,634,634,634,68.9,166.35,32,120.46,263,58,290,464,135,129,120,0,3,36,10,0,45,45,45,45,1,1,1,1
1458,air,541,541,541,541,81.7,193.35,33.36,102.79,304,69,370,358,118,119,110,0,5,45,7,0,70,70,70,70,1,1,1,1
1459,air,541,541,541,541,81.7,193.35,33.36,102.79,304,69,370,358,118,119,110,0,5,45,7,0,25,25,25,25,1,1,1,1
1460,air,610,610,610,610,83.7,193.35,33.36,115.9,304,69,370,408,130,124,120,0,5,45,7,0,70,70,70,70,1,1,1,1
1461,air,610,610,610,610,83.7,193.35,33.36,115.9,304,69,370,408,130,124,120,0,5,45,7,0,55,55,55,55,1,1,1,1
1462,air,547,547,547,547,81.15,185.35,33.36,103.93,304,69,370,352,105,106,95,0,5,45,7,0,70,70,70,70,1,1,1,1
1463,air,547,547,547,547,79.7,185.35,33.36,103.93,304,69,370,352,110,106,100,0,5,45,7,0,35,35,35,35,1,1,1,1
1464,air,547,547,547,547,79.7,185.35,33.36,103.93,304,69,370,352,110,106,100,0,5,45,7,0,55,55,55,55,1,1,1,1
1465,air,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,70,70,70,70,2,2,2,2
1466,air,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,35,35,35,35,2,2,2,2
1467,air,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,35,35,35,35,2,2,2,2
1468,air,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,25,25,25,25,2,2,2,2
1469,air,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,70,70,70,70,2,2,2,2
1470,air,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,70,70,70,70,2,2,2,2
1471,air,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,45,45,45,45,2,2,2,2
1472,car,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,70,70,70,70,2,2,2,2
1473,air,542,542,542,542,73.7,184,33.46,102.98,304,69,370,346,95,102,90,0,5,45,7,0,70,70,70,70,2,2,2,2
1474,air,542,542,542,542,73.7,184,33.46,102.98,304,69,370,346,95,102,90,0,5,45,7,0,55,55,55,55,2,2,2,2
1475,air,542,542,542,542,73.7,184,33.46,102.98,304,69,370,346,95,102,90,0,5,45,7,0,70,70,70,70,2,2,2,2
1476,train,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,15,15,15,15,2,2,2,2
1477,train,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,45,45,45,45,2,2,2,2
1478,train,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,55,55,55,55,2,2,2,2
1479,train,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,70,70,70,70,2,2,2,2
1480,air,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,70,70,70,70,2,2,2,2
1481,air,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,55,55,55,55,2,2,2,2
1482,air,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,70,70,70,70,2,2,2,2
1483,air,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,70,70,70,70,2,2,2,2
1484,air,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,70,70,70,70,2,2,2,2
1485,air,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,70,70,70,70,2,2,2,2
1486,air,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,70,70,70,70,2,2,2,2
1487,car,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,70,70,70,70,2,2,2,2
1488,car,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,70,70,70,70,2,2,2,2
1489,air,542,542,542,542,73.2,191.35,33.86,102.98,304,69,370,346,102,104,100,0,5,45,7,0,70,70,70,70,2,2,2,2
1490,air,542,542,542,542,73.2,191.35,33.86,102.98,304,69,370,346,102,104,100,0,5,45,7,0,55,55,55,55,2,2,2,2
1491,air,542,542,542,542,73.2,191.35,33.86,102.98,304,69,370,346,102,104,100,0,5,45,7,0,70,70,70,70,2,2,2,2
1492,air,542,542,542,542,73.2,191.35,33.86,102.98,304,69,370,346,102,104,100,0,5,45,7,0,55,55,55,55,2,2,2,2
1493,air,547,547,547,547,74.7,192.95,34.86,103.93,304,69,370,352,105,114,105,0,5,45,7,0,70,70,70,70,2,2,2,2
1494,air,547,547,547,547,74.7,192.95,34.86,103.93,304,69,370,352,105,114,105,0,5,45,7,0,70,70,70,70,2,2,2,2
1495,air,580,580,580,580,75.55,189.65,33.36,110.2,304,69,370,372,110,104,100,0,5,45,7,0,70,70,70,70,1,1,1,1
1496,air,556,556,556,556,73.7,189.35,35.36,105.64,304,69,370,352,105,108,105,0,5,45,7,0,35,35,35,35,1,1,1,1
1497,air,556,556,556,556,73.7,189.35,35.36,105.64,304,69,370,352,105,108,105,0,5,45,7,0,70,70,70,70,1,1,1,1
1498,air,556,556,556,556,73.7,189.35,35.36,105.64,304,69,370,352,105,108,105,0,5,45,7,0,70,70,70,70,1,1,1,1
1499,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,70,70,70,70,1,1,1,1
1500,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,70,70,70,70,1,1,1,1
1501,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,70,70,70,70,1,1,1,1
1502,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,70,70,70,70,1,1,1,1
1503,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,70,70,70,70,1,1,1,1
1504,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,45,45,45,45,1,1,1,1
1505,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,45,45,45,45,1,1,1,1
1506,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,35,35,35,35,1,1,1,1
1507,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,35,35,35,35,1,1,1,1
1508,air,580,580,580,580,81.7,193.35,33.36,110.2,304,69,370,396,125,129,115,0,5,45,7,0,70,70,70,70,1,1,1,1
1509,air,615,615,615,615,79.7,193.35,34.36,116.85,304,69,370,386,145,149,130,0,5,45,7,0,35,35,35,35,1,1,1,1
1510,train,755,755,755,755,101.85,210.75,53.57,143.45,507,84,629,472,85,87,86,0,2,4,6,0,55,55,55,55,1,1,1,1
1511,air,755,755,755,755,101.85,210.75,53.57,143.45,507,84,629,472,85,87,86,0,2,4,6,0,70,70,70,70,1,1,1,1
1512,air,755,755,755,755,101.85,210.75,53.57,143.45,507,84,629,472,85,87,86,0,2,4,6,0,70,70,70,70,1,1,1,1
1513,air,758,758,758,758,102.4,211.75,53.07,144.02,534,84,629,476,93,95,86,0,2,4,6,0,70,70,70,70,1,1,1,1
1514,air,609,609,609,609,76.7,189.95,34.36,115.71,304,69,370,390,135,134,125,0,5,45,7,0,70,70,70,70,1,1,1,1
1515,air,609,609,609,609,76.7,189.95,34.36,115.71,304,69,370,390,135,134,125,0,5,45,7,0,70,70,70,70,1,1,1,1
1516,air,965,965,965,965,108.1,219.75,56.32,183.35,534,84,629,647,145,99,135,0,2,4,6,0,45,45,45,45,1,1,1,1
1517,air,965,965,965,965,108.1,219.75,56.32,183.35,534,84,629,647,145,99,135,0,2,4,6,0,35,35,35,35,1,1,1,1
1518,car,214,214,214,214,42.2,154.55,18.31,40.66,109,60,119,152,100,120,98,0,5,6,4,0,25,25,25,25,1,1,1,1
1519,car,171,171,171,171,37.6,154.55,18.91,32.49,96,60,119,120,90,130,85,0,2,6,4,0,35,35,35,35,1,1,1,1
1520,car,186,186,186,186,40,154.55,18.51,35.34,109,60,119,129,90,120,93,0,5,6,4,0,25,25,25,25,1,1,1,1
1521,car,186,186,186,186,40,154.55,18.51,35.34,109,60,119,129,90,120,93,0,5,6,4,0,70,70,70,70,1,1,1,1
1522,car,265,265,265,265,45.2,154.55,25.71,50.35,109,60,183,195,100,120,113,0,5,6,8,0,35,35,35,35,1,1,1,1
1523,train,249,249,249,249,46.9,151.7,23.71,47.31,148,60,183,166,90,88,88,0,8,6,8,0,35,35,35,35,1,1,1,1
1524,train,249,249,249,249,46.9,151.7,23.71,47.31,148,60,183,166,90,88,88,0,8,6,8,0,55,55,55,55,1,1,1,1
1525,car,249,249,249,249,46.9,151.7,23.71,47.31,148,60,183,166,90,88,88,0,8,6,8,0,70,70,70,70,1,1,1,1
1526,car,249,249,249,249,46.9,151.7,23.71,47.31,148,60,183,166,90,88,88,0,8,6,8,0,70,70,70,70,1,1,1,1
1527,car,249,249,249,249,46.9,151.7,23.71,47.31,148,60,183,166,90,88,88,0,8,6,8,0,70,70,70,70,1,1,1,1
1528,car,280,280,280,280,49.4,154.55,25.71,53.2,148,60,183,199,103,110,103,0,8,6,8,0,35,35,35,35,1,1,1,1
1529,car,280,280,280,280,49.4,154.55,25.71,53.2,148,60,183,199,103,110,103,0,8,6,8,0,45,45,45,45,1,1,1,1
1530,car,348,348,348,348,54.4,169.75,28.39,66.12,148,58,304,230,120,125,106,0,8,36,2,0,70,70,70,70,1,1,1,1
1531,car,348,348,348,348,54.4,169.75,28.39,66.12,148,58,304,230,120,125,106,0,8,36,2,0,55,55,55,55,1,1,1,1
1532,car,424,424,424,424,53.8,173.15,29.39,80.56,238,58,304,272,85,150,128,0,3,36,2,0,55,55,55,55,1,1,1,1
1533,car,482,482,482,482,57.8,173.15,29.39,91.58,238,58,304,314,110,150,128,0,3,36,2,0,5,5,5,5,1,1,1,1
1534,train,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,45,45,45,45,2,2,2,2
1535,train,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,55,55,55,55,2,2,2,2
1536,train,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1537,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1538,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1539,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1540,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,35,35,35,35,2,2,2,2
1541,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,55,55,55,55,2,2,2,2
1542,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,25,25,25,25,2,2,2,2
1543,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1544,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,55,55,55,55,2,2,2,2
1545,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,55,55,55,55,2,2,2,2
1546,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,34,34,34,34,2,2,2,2
1547,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1548,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,45,45,45,45,2,2,2,2
1549,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,45,45,45,45,2,2,2,2
1550,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,34,34,34,34,2,2,2,2
1551,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1552,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1553,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1554,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1555,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,45,45,45,45,2,2,2,2
1556,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1557,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1558,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,35,35,35,35,2,2,2,2
1559,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1560,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1561,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,34,34,34,34,2,2,2,2
1562,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,30,30,30,30,2,2,2,2
1563,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,55,55,55,55,2,2,2,2
1564,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1565,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,55,55,55,55,2,2,2,2
1566,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,70,70,70,70,2,2,2,2
1567,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,45,45,45,45,2,2,2,2
