id,mode,dist_train,dist_air,dist_bus,dist_car,cost_train,cost_air,cost_bus,cost_car,ivt_train,ivt_air,ivt_bus,ivt_car,ovt_train,ovt_air,ovt_bus,ovt_car,freq_train,freq_air,freq_bus,freq_car,urban_train,urban_air,urban_bus,urban_car,income_train,income_air,income_bus,income_car
1440,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,2,2,2,2,70,70,70,70
1441,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,2,2,2,2,55,55,55,55
1442,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,2,2,2,2,25,25,25,25
1443,air,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,2,2,2,2,35,35,35,35
1444,car,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,2,2,2,2,70,70,70,70
1445,car,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,2,2,2,2,45,45,45,45
1446,car,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,2,2,2,2,35,35,35,35
1447,car,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,2,2,2,2,25,25,25,25
1448,car,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,2,2,2,2,35,35,35,35
1449,car,425,425,425,425,64.9,159.95,32.2,80.75,263,58,290,289,99,94,92,0,3,36,10,0,2,2,2,2,70,70,70,70
1450,train,435,435,435,435,66.6,161.35,32,82.65,263,58,290,303,100,94,95,0,3,36,10,0,2,2,2,2,45,45,45,45
1451,air,435,435,435,435,66.6,161.35,32,82.65,263,58,290,303,100,94,95,0,3,36,10,0,2,2,2,2,55,55,55,55
1452,air,435,435,435,435,66.6,161.35,32,82.65,263,58,290,303,100,94,95,0,3,36,10,0,2,2,2,2,32,32,32,32
1453,air,430,430,430,430,67.9,166.35,31,81.7,263,58,290,296,105,99,90,0,3,36,10,0,1,1,1,1,55,55,55,55
1454,air,430,430,430,430,67.9,166.35,31,81.7,263,58,290,296,105,99,90,0,3,36,10,0,1,1,1,1,70,70,70,70
1455,air,430,430,430,430,67.9,166.35,31,81.7,263,58,290,296,105,99,90,0,3,36,10,0,1,1,1,1,70,70,70,70
1456,air,430,430,430,430,67.9,166.35,31,81.7,263,58,290,296,105,99,90,0,3,36,10,0,1,1,1,1,45,45,45,45
1457,train,634,634,634,634,68.9,166.35,32,120.46,263,58,290,464,135,129,120,0,3,36,10,0,1,1,1,1,45,45,45,45
1458,air,541,541,541,541,81.7,193.35,33.36,102.79,304,69,370,358,118,119,110,0,5,45,7,0,1,1,1,1,70,70,70,70
1459,air,541,541,541,541,81.7,193.35,33.36,102.79,304,69,370,358,118,119,110,0,5,45,7,0,1,1,1,1,25,25,25,25
1460,air,610,610,610,610,83.7,193.35,33.36,115.9,304,69,370,408,130,124,120,0,5,45,7,0,1,1,1,1,70,70,70,70
1461,air,610,610,610,610,83.7,193.35,33.36,115.9,304,69,370,408,130,124,120,0,5,45,7,0,1,1,1,1,55,55,55,55
1462,air,547,547,547,547,81.15,185.35,33.36,103.93,304,69,370,352,105,106,95,0,5,45,7,0,1,1,1,1,70,70,70,70
1463,air,547,547,547,547,79.7,185.35,33.36,103.93,304,69,370,352,110,106,100,0,5,45,7,0,1,1,1,1,35,35,35,35
1464,air,547,547,547,547,79.7,185.35,33.36,103.93,304,69,370,352,110,106,100,0,5,45,7,0,1,1,1,1,55,55,55,55
1465,air,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,2,2,2,2,70,70,70,70
1466,air,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,2,2,2,2,35,35,35,35
1467,air,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,2,2,2,2,35,35,35,35
1468,air,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,2,2,2,2,25,25,25,25
1469,air,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,2,2,2,2,70,70,70,70
1470,air,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,2,2,2,2,70,70,70,70
1471,air,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,2,2,2,2,45,45,45,45
1472,car,537,537,537,537,74.25,183.35,33.26,102.03,304,69,370,339,100,99,93,0,5,45,7,0,2,2,2,2,70,70,70,70
1473,air,542,542,542,542,73.7,184,33.46,102.98,304,69,370,346,95,102,90,0,5,45,7,0,2,2,2,2,70,70,70,70
1474,air,542,542,542,542,73.7,184,33.46,102.98,304,69,370,346,95,102,90,0,5,45,7,0,2,2,2,2,55,55,55,55
1475,air,542,542,542,542,73.7,184,33.46,102.98,304,69,370,346,95,102,90,0,5,45,7,0,2,2,2,2,70,70,70,70
1476,train,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,2,2,2,2,15,15,15,15
1477,train,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,2,2,2,2,45,45,45,45
1478,train,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,2,2,2,2,55,55,55,55
1479,train,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,2,2,2,2,70,70,70,70
1480,air,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,2,2,2,2,70,70,70,70
1481,air,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,2,2,2,2,55,55,55,55
1482,air,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,2,2,2,2,70,70,70,70
1483,air,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,2,2,2,2,70,70,70,70
1484,air,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,2,2,2,2,70,70,70,70
1485,air,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,2,2,2,2,70,70,70,70
1486,air,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,2,2,2,2,70,70,70,70
1487,car,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,2,2,2,2,70,70,70,70
1488,car,542,542,542,542,71.7,189.9,33.41,102.98,304,69,370,346,87,99,88,0,5,45,7,0,2,2,2,2,70,70,70,70
1489,air,542,542,542,542,73.2,191.35,33.86,102.98,304,69,370,346,102,104,100,0,5,45,7,0,2,2,2,2,70,70,70,70
1490,air,542,542,542,542,73.2,191.35,33.86,102.98,304,69,370,346,102,104,100,0,5,45,7,0,2,2,2,2,55,55,55,55
1491,air,542,542,542,542,73.2,191.35,33.86,102.98,304,69,370,346,102,104,100,0,5,45,7,0,2,2,2,2,70,70,70,70
1492,air,542,542,542,542,73.2,191.35,33.86,102.98,304,69,370,346,102,104,100,0,5,45,7,0,2,2,2,2,55,55,55,55
1493,air,547,547,547,547,74.7,192.95,34.86,103.93,304,69,370,352,105,114,105,0,5,45,7,0,2,2,2,2,70,70,70,70
1494,air,547,547,547,547,74.7,192.95,34.86,103.93,304,69,370,352,105,114,105,0,5,45,7,0,2,2,2,2,70,70,70,70
1495,air,580,580,580,580,75.55,189.65,33.36,110.2,304,69,370,372,110,104,100,0,5,45,7,0,1,1,1,1,70,70,70,70
1496,air,556,556,556,556,73.7,189.35,35.36,105.64,304,69,370,352,105,108,105,0,5,45,7,0,1,1,1,1,35,35,35,35
1497,air,556,556,556,556,73.7,189.35,35.36,105.64,304,69,370,352,105,108,105,0,5,45,7,0,1,1,1,1,70,70,70,70
1498,air,556,556,556,556,73.7,189.35,35.36,105.64,304,69,370,352,105,108,105,0,5,45,7,0,1,1,1,1,70,70,70,70
1499,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,1,1,1,1,70,70,70,70
1500,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,1,1,1,1,70,70,70,70
1501,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,1,1,1,1,70,70,70,70
1502,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,1,1,1,1,70,70,70,70
1503,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,1,1,1,1,70,70,70,70
1504,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,1,1,1,1,45,45,45,45
1505,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,1,1,1,1,45,45,45,45
1506,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,1,1,1,1,35,35,35,35
1507,air,549,549,549,549,75.2,189.7,32.86,104.31,304,69,370,347,105,112,90,0,5,45,7,0,1,1,1,1,35,35,35,35
1508,air,580,580,580,580,81.7,193.35,33.36,110.2,304,69,370,396,125,129,115,0,5,45,7,0,1,1,1,1,70,70,70,70
1509,air,615,615,615,615,79.7,193.35,34.36,116.85,304,69,370,386,145,149,130,0,5,45,7,0,1,1,1,1,35,35,35,35
1510,train,755,755,755,755,101.85,210.75,53.57,143.45,507,84,629,472,85,87,86,0,2,4,6,0,1,1,1,1,55,55,55,55
1511,air,755,755,755,755,101.85,210.75,53.57,143.45,507,84,629,472,85,87,86,0,2,4,6,0,1,1,1,1,70,70,70,70
1512,air,755,755,755,755,101.85,210.75,53.57,143.45,507,84,629,472,85,87,86,0,2,4,6,0,1,1,1,1,70,70,70,70
1513,air,758,758,758,758,102.4,211.75,53.07,144.02,534,84,629,476,93,95,86,0,2,4,6,0,1,1,1,1,70,70,70,70
1514,air,609,609,609,609,76.7,189.95,34.36,115.71,304,69,370,390,135,134,125,0,5,45,7,0,1,1,1,1,70,70,70,70
1515,air,609,609,609,609,76.7,189.95,34.36,115.71,304,69,370,390,135,134,125,0,5,45,7,0,1,1,1,1,70,70,70,70
1516,air,965,965,965,965,108.1,219.75,56.32,183.35,534,84,629,647,145,99,135,0,2,4,6,0,1,1,1,1,45,45,45,45
1517,air,965,965,965,965,108.1,219.75,56.32,183.35,534,84,629,647,145,99,135,0,2,4,6,0,1,1,1,1,35,35,35,35
1518,car,214,214,214,214,42.2,154.55,18.31,40.66,109,60,119,152,100,120,98,0,5,6,4,0,1,1,1,1,25,25,25,25
1519,car,171,171,171,171,37.6,154.55,18.91,32.49,96,60,119,120,90,130,85,0,2,6,4,0,1,1,1,1,35,35,35,35
1520,car,186,186,186,186,40,154.55,18.51,35.34,109,60,119,129,90,120,93,0,5,6,4,0,1,1,1,1,25,25,25,25
1521,car,186,186,186,186,40,154.55,18.51,35.34,109,60,119,129,90,120,93,0,5,6,4,0,1,1,1,1,70,70,70,70
1522,car,265,265,265,265,45.2,154.55,25.71,50.35,109,60,183,195,100,120,113,0,5,6,8,0,1,1,1,1,35,35,35,35
1523,train,249,249,249,249,46.9,151.7,23.71,47.31,148,60,183,166,90,88,88,0,8,6,8,0,1,1,1,1,35,35,35,35
1524,train,249,249,249,249,46.9,151.7,23.71,47.31,148,60,183,166,90,88,88,0,8,6,8,0,1,1,1,1,55,55,55,55
1525,car,249,249,249,249,46.9,151.7,23.71,47.31,148,60,183,166,90,88,88,0,8,6,8,0,1,1,1,1,70,70,70,70
1526,car,249,249,249,249,46.9,151.7,23.71,47.31,148,60,183,166,90,88,88,0,8,6,8,0,1,1,1,1,70,70,70,70
1527,car,249,249,249,249,46.9,151.7,23.71,47.31,148,60,183,166,90,88,88,0,8,6,8,0,1,1,1,1,70,70,70,70
1528,car,280,280,280,280,49.4,154.55,25.71,53.2,148,60,183,199,103,110,103,0,8,6,8,0,1,1,1,1,35,35,35,35
1529,car,280,280,280,280,49.4,154.55,25.71,53.2,148,60,183,199,103,110,103,0,8,6,8,0,1,1,1,1,45,45,45,45
1530,car,348,348,348,348,54.4,169.75,28.39,66.12,148,58,304,230,120,125,106,0,8,36,2,0,1,1,1,1,70,70,70,70
1531,car,348,348,348,348,54.4,169.75,28.39,66.12,148,58,304,230,120,125,106,0,8,36,2,0,1,1,1,1,55,55,55,55
1532,car,424,424,424,424,53.8,173.15,29.39,80.56,238,58,304,272,85,150,128,0,3,36,2,0,1,1,1,1,55,55,55,55
1533,car,482,482,482,482,57.8,173.15,29.39,91.58,238,58,304,314,110,150,128,0,3,36,2,0,1,1,1,1,5,5,5,5
1534,train,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,45,45,45,45
1535,train,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,55,55,55,55
1536,train,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1537,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1538,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1539,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1540,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,35,35,35,35
1541,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,55,55,55,55
1542,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,25,25,25,25
1543,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1544,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,55,55,55,55
1545,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,55,55,55,55
1546,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,34,34,34,34
1547,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1548,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,45,45,45,45
1549,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,45,45,45,45
1550,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,34,34,34,34
1551,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1552,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1553,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1554,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1555,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,45,45,45,45
1556,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1557,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1558,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,35,35,35,35
1559,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1560,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1561,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,34,34,34,34
1562,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,30,30,30,30
1563,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,55,55,55,55
1564,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1565,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,55,55,55,55
1566,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1567,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,45,45,45,45
1568,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1569,air,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1570,car,428,428,428,428,64.4,161.75,32.35,81.32,263,58,290,293,99,100,95,0,3,36,10,0,2,2,2,2,70,70,70,70
1571,train,438,438,438,438,66.1,163.15,32.15,83.22,263,58,290,306,100,100,98,0,3,36,10,0,2,2,2,2,25,25,25,25
1572,air,438,438,438,438,66.1,163.15,32.15,83.22,263,58,290,306,100,100,98,0,3,36,10,0,2,2,2,2,45,45,45,45
1573,air,438,438,438,438,66.1,163.15,32.15,83.22,263,58,290,306,100,100,98,0,3,36,10,0,2,2,2,2,70,70,70,70
1574,air,438,438,438,438,66.1,163.15,32.15,83.22,263,58,290,306,100,100,98,0,3,36,10,0,2,2,2,2,55,55,55,55
1575,air,438,438,438,438,66.1,163.15,32.15,83.22,263,58,290,306,100,100,98,0,3,36,10,0,2,2,2,2,70,70,70,70
1576,air,473,473,473,473,68.4,165.75,32.15,89.87,263,58,290,313,135,125,123,0,3,36,10,0,1,1,1,1,35,35,35,35
1577,train,433,433,433,433,67.4,168.15,31.15,82.27,263,58,290,299,105,105,93,0,3,36,10,0,1,1,1,1,25,25,25,25
1578,train,433,433,433,433,67.4,168.15,31.15,82.27,263,58,290,299,105,105,93,0,3,36,10,0,1,1,1,1,5,5,5,5
1579,air,433,433,433,433,67.4,168.15,31.15,82.27,263,58,290,299,105,105,93,0,3,36,10,0,1,1,1,1,45,45,45,45
1580,air,433,433,433,433,67.4,168.15,31.15,82.27,263,58,290,299,105,105,93,0,3,36,10,0,1,1,1,1,70,70,70,70
1581,car,433,433,433,433,67.4,168.15,31.15,82.27,263,58,290,299,105,105,93,0,3,36,10,0,1,1,1,1,70,70,70,70
1582,air,697,697,697,697,81.2,195.15,35.51,132.43,304,69,370,457,125,130,118,0,5,45,7,0,1,1,1,1,70,70,70,70
1583,air,540,540,540,540,73.75,185.15,33.41,102.6,304,69,370,342,100,105,96,0,5,45,7,0,2,2,2,2,70,70,70,70
1584,air,540,540,540,540,73.75,185.15,33.41,102.6,304,69,370,342,100,105,96,0,5,45,7,0,2,2,2,2,70,70,70,70
1585,air,540,540,540,540,73.75,185.15,33.41,102.6,304,69,370,342,100,105,96,0,5,45,7,0,2,2,2,2,45,45,45,45
1586,car,540,540,540,540,73.75,185.15,33.41,102.6,304,69,370,342,100,105,96,0,5,45,7,0,2,2,2,2,70,70,70,70
1587,train,545,545,545,545,71.2,191.7,33.56,103.55,304,69,370,349,87,105,91,0,5,45,7,0,2,2,2,2,70,70,70,70
1588,train,545,545,545,545,71.2,191.7,33.56,103.55,304,69,370,349,87,105,91,0,5,45,7,0,2,2,2,2,70,70,70,70
1589,train,545,545,545,545,71.2,191.7,33.56,103.55,304,69,370,349,87,105,91,0,5,45,7,0,2,2,2,2,70,70,70,70
1590,train,545,545,545,545,71.2,191.7,33.56,103.55,304,69,370,349,87,105,91,0,5,45,7,0,2,2,2,2,70,70,70,70
1591,train,545,545,545,545,71.2,191.7,33.56,103.55,304,69,370,349,87,105,91,0,5,45,7,0,2,2,2,2,70,70,70,70
1592,air,545,545,545,545,71.2,191.7,33.56,103.55,304,69,370,349,87,105,91,0,5,45,7,0,2,2,2,2,70,70,70,70
1593,air,545,545,545,545,71.2,191.7,33.56,103.55,304,69,370,349,87,105,91,0,5,45,7,0,2,2,2,2,70,70,70,70
1594,car,545,545,545,545,71.2,191.7,33.56,103.55,304,69,370,349,87,105,91,0,5,45,7,0,2,2,2,2,45,45,45,45
1595,air,545,545,545,545,72.7,193.15,34.01,103.55,304,69,370,349,102,110,103,0,5,45,7,0,2,2,2,2,70,70,70,70
1596,train,550,550,550,550,74.2,194.75,35.01,104.5,304,69,370,355,105,120,108,0,5,45,7,0,2,2,2,2,70,70,70,70
1597,air,550,550,550,550,74.2,194.75,35.01,104.5,304,69,370,355,105,120,108,0,5,45,7,0,2,2,2,2,25,25,25,25
1598,air,550,550,550,550,74.2,194.75,35.01,104.5,304,69,370,355,105,120,108,0,5,45,7,0,2,2,2,2,70,70,70,70
1599,air,559,559,559,559,73.2,191.15,35.51,106.21,304,69,370,355,105,114,108,0,5,45,7,0,1,1,1,1,70,70,70,70
1600,air,552,552,552,552,74.7,191.5,33.01,104.88,304,69,370,350,105,118,93,0,5,45,7,0,1,1,1,1,23,23,23,23
1601,air,552,552,552,552,74.7,191.5,33.01,104.88,304,69,370,350,105,118,93,0,5,45,7,0,1,1,1,1,70,70,70,70
1602,car,552,552,552,552,74.7,191.5,33.01,104.88,304,69,370,350,105,118,93,0,5,45,7,0,1,1,1,1,70,70,70,70
1603,car,552,552,552,552,74.7,191.5,33.01,104.88,304,69,370,350,105,118,93,0,5,45,7,0,1,1,1,1,55,55,55,55
1604,train,761,761,761,761,101.9,213.55,53.22,144.59,534,84,629,480,93,101,89,0,2,4,6,0,1,1,1,1,55,55,55,55
1605,air,761,761,761,761,101.9,213.55,53.22,144.59,534,84,629,480,93,101,89,0,2,4,6,0,1,1,1,1,70,70,70,70
1606,air,761,761,761,761,101.9,213.55,53.22,144.59,534,84,629,480,93,101,89,0,2,4,6,0,1,1,1,1,35,35,35,35
1607,air,761,761,761,761,101.9,213.55,53.22,144.59,534,84,629,480,93,101,89,0,2,4,6,0,1,1,1,1,70,70,70,70
1608,air,761,761,761,761,101.9,213.55,53.22,144.59,534,84,629,480,93,101,89,0,2,4,6,0,1,1,1,1,70,70,70,70
1609,car,767,767,767,767,102.1,221.55,53.47,145.73,534,84,629,485,100,105,93,0,2,4,6,0,1,1,1,1,35,35,35,35
1610,air,785,785,785,785,105.6,209.55,53.47,149.15,534,84,629,500,105,93,98,0,2,4,6,0,1,1,1,1,70,70,70,70
1611,air,902,902,902,902,105.6,221.55,55.47,171.38,534,84,629,596,105,105,98,0,2,4,6,0,1,1,1,1,70,70,70,70
1612,air,852,852,852,852,106.6,221.55,56.47,161.88,534,84,629,540,125,135,118,0,2,4,6,0,1,1,1,1,25,25,25,25
1613,car,360,360,360,360,55.4,161.5,27.64,68.4,148,58,304,247,134,110,108,0,8,36,2,0,0,0,0,0,70,70,70,70
1614,air,440,440,440,440,65.4,153.5,31.6,83.6,263,58,290,309,113,85,97,0,3,36,10,0,1,1,1,1,70,70,70,70
1615,air,440,440,440,440,65.4,153.5,31.6,83.6,263,58,290,309,113,85,97,0,3,36,10,0,1,1,1,1,70,70,70,70
1616,air,440,440,440,440,65.4,153.5,31.6,83.6,263,58,290,309,113,85,97,0,3,36,10,0,1,1,1,1,70,70,70,70
1617,car,201,201,201,201,42,154.3,22.76,38.19,109,60,119,149,108,125,100,0,5,6,4,0,0,0,0,0,25,25,25,25
1618,car,201,201,201,201,42,154.3,22.76,38.19,109,60,119,149,108,125,100,0,5,6,4,0,0,0,0,0,70,70,70,70
1619,car,201,201,201,201,42,154.3,22.76,38.19,109,60,119,149,108,125,100,0,5,6,4,0,0,0,0,0,70,70,70,70
1620,air,264,264,264,264,48.9,151.45,27.96,50.16,148,60,183,186,108,93,95,0,8,6,8,0,0,0,0,0,70,70,70,70
1621,car,264,264,264,264,48.9,151.45,27.96,50.16,148,60,183,186,108,93,95,0,8,6,8,0,0,0,0,0,25,25,25,25
1622,train,343,343,343,343,59.2,172.9,30.64,65.17,190,58,304,233,103,165,95,0,5,36,2,0,0,0,0,0,15,15,15,15
1623,car,343,343,343,343,59.2,172.9,30.64,65.17,190,58,304,233,103,165,95,0,5,36,2,0,0,0,0,0,55,55,55,55
1624,car,439,439,439,439,55.8,172.9,33.64,83.41,238,58,304,292,103,155,135,0,3,36,2,0,0,0,0,0,70,70,70,70
1625,car,497,497,497,497,59.8,172.9,33.64,94.43,238,58,304,333,128,155,135,0,3,36,2,0,0,0,0,0,70,70,70,70
1626,air,409,409,409,409,68.4,164.9,35.4,77.71,263,58,290,306,128,110,103,0,3,36,10,0,1,1,1,1,55,55,55,55
1627,air,409,409,409,409,68.4,164.9,35.4,77.71,263,58,290,306,128,110,103,0,3,36,10,0,1,1,1,1,55,55,55,55
1628,train,443,443,443,443,66.4,161.5,36.6,84.17,263,58,290,313,117,105,102,0,3,36,10,0,1,1,1,1,45,45,45,45
1629,train,443,443,443,443,66.4,161.5,36.6,84.17,263,58,290,313,117,105,102,0,3,36,10,0,1,1,1,1,70,70,70,70
1630,air,443,443,443,443,66.4,161.5,36.6,84.17,263,58,290,313,117,105,102,0,3,36,10,0,1,1,1,1,70,70,70,70
1631,air,443,443,443,443,66.4,161.5,36.6,84.17,263,58,290,313,117,105,102,0,3,36,10,0,1,1,1,1,70,70,70,70
1632,air,443,443,443,443,66.4,161.5,36.6,84.17,263,58,290,313,117,105,102,0,3,36,10,0,1,1,1,1,55,55,55,55
1633,air,443,443,443,443,66.4,161.5,36.6,84.17,263,58,290,313,117,105,102,0,3,36,10,0,1,1,1,1,55,55,55,55
1634,air,443,443,443,443,66.4,161.5,36.6,84.17,263,58,290,313,117,105,102,0,3,36,10,0,1,1,1,1,70,70,70,70
1635,air,443,443,443,443,66.4,161.5,36.6,84.17,263,58,290,313,117,105,102,0,3,36,10,0,1,1,1,1,70,70,70,70
1636,air,443,443,443,443,66.4,161.5,36.6,84.17,263,58,290,313,117,105,102,0,3,36,10,0,1,1,1,1,70,70,70,70
1637,air,443,443,443,443,66.4,161.5,36.6,84.17,263,58,290,313,117,105,102,0,3,36,10,0,1,1,1,1,70,70,70,70
1638,air,443,443,443,443,66.4,161.5,36.6,84.17,263,58,290,313,117,105,102,0,3,36,10,0,1,1,1,1,70,70,70,70
1639,air,443,443,443,443,66.4,161.5,36.6,84.17,263,58,290,313,117,105,102,0,3,36,10,0,1,1,1,1,70,70,70,70
1640,air,443,443,443,443,66.4,161.5,36.6,84.17,263,58,290,313,117,105,102,0,3,36,10,0,1,1,1,1,70,70,70,70
